contest,pref_voter_id,serial_number,tally,precinct,vote_rank,candidate,over_vote,under_vote
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117671,0000006,Election Day - Insight,200800,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117672,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117672,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117672,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117673,0000006,Election Day - Insight,200800,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117673,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117673,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117674,0000006,Election Day - Insight,200800,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117674,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117674,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117675,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117675,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117675,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117676,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117676,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117676,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117677,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117677,0000006,Election Day - Insight,200800,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117677,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117678,0000006,Election Day - Insight,200800,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117678,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117678,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117679,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117679,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117679,0000006,Election Day - Insight,200800,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117680,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117680,0000006,Election Day - Insight,200800,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117680,0000006,Election Day - Insight,200800,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117681,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117681,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117681,0000006,Election Day - Insight,200800,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117682,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117682,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117682,0000006,Election Day - Insight,200800,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117683,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117683,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117683,0000006,Election Day - Insight,200800,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117684,0000006,Election Day - Insight,200800,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117684,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117684,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117685,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117685,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117685,0000006,Election Day - Insight,200800,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117686,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117686,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117686,0000006,Election Day - Insight,200800,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117687,0000006,Election Day - Insight,200800,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117687,0000006,Election Day - Insight,200800,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117687,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117688,0000006,Election Day - Insight,200800,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117688,0000006,Election Day - Insight,200800,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117688,0000006,Election Day - Insight,200800,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117689,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117689,0000006,Election Day - Insight,200800,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117689,0000006,Election Day - Insight,200800,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117690,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117690,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117690,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117691,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117691,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117691,0000006,Election Day - Insight,200800,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117692,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117692,0000006,Election Day - Insight,200800,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117692,0000006,Election Day - Insight,200800,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117693,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117693,0000006,Election Day - Insight,200800,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117693,0000006,Election Day - Insight,200800,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117694,0000006,Election Day - Insight,200800,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117694,0000006,Election Day - Insight,200800,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117694,0000006,Election Day - Insight,200800,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117695,0000006,Election Day - Insight,200800,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117695,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117695,0000006,Election Day - Insight,200800,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117696,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117696,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117696,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117697,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117697,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117697,0000006,Election Day - Insight,200800,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117698,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117698,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117698,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117699,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117699,0000006,Election Day - Insight,200800,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117699,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117700,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117700,0000006,Election Day - Insight,200800,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117700,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117701,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117701,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117701,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117702,0000006,Election Day - Insight,200800,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117702,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117702,0000006,Election Day - Insight,200800,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117703,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117703,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117703,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117704,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117704,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117704,0000006,Election Day - Insight,200800,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117705,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117705,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117705,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117706,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117706,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117706,0000006,Election Day - Insight,200800,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117707,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117707,0000006,Election Day - Insight,200800,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117707,0000006,Election Day - Insight,200800,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117708,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117708,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117708,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117709,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117709,0000006,Election Day - Insight,200800,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117709,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117710,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117710,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117710,0000006,Election Day - Insight,200800,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117711,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117711,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117711,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117712,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117712,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117712,0000006,Election Day - Insight,200800,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117713,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117713,0000006,Election Day - Insight,200800,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117713,0000006,Election Day - Insight,200800,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117714,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117714,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117714,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117715,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117715,0000006,Election Day - Insight,200800,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117715,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117716,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117716,0000006,Election Day - Insight,200800,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117716,0000006,Election Day - Insight,200800,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117717,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117717,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117717,0000006,Election Day - Insight,200800,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117718,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117718,0000006,Election Day - Insight,200800,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117718,0000006,Election Day - Insight,200800,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117719,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117719,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117719,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117720,0000006,Election Day - Insight,200800,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117720,0000006,Election Day - Insight,200800,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117720,0000006,Election Day - Insight,200800,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117721,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117721,0000006,Election Day - Insight,200800,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117721,0000006,Election Day - Insight,200800,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117722,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117722,0000006,Election Day - Insight,200800,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117722,0000006,Election Day - Insight,200800,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117723,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117723,0000006,Election Day - Insight,200800,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117723,0000006,Election Day - Insight,200800,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117724,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117724,0000006,Election Day - Insight,200800,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117724,0000006,Election Day - Insight,200800,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117725,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117725,0000006,Election Day - Insight,200800,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117725,0000006,Election Day - Insight,200800,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117726,0000006,Election Day - Insight,200800,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117726,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117726,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117727,0000006,Election Day - Insight,200800,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117727,0000006,Election Day - Insight,200800,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117727,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117728,0000006,Election Day - Insight,200800,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117728,0000006,Election Day - Insight,200800,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117728,0000006,Election Day - Insight,200800,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117729,0000006,Election Day - Insight,200800,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117729,0000006,Election Day - Insight,200800,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000117729,0000006,Election Day - Insight,200800,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129205,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129205,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129205,0000012,Election Day - Insight,201500,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129206,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129206,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129206,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129207,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129207,0000012,Election Day - Insight,201500,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129207,0000012,Election Day - Insight,201500,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129208,0000012,Election Day - Insight,201500,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129208,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129208,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129209,0000012,Election Day - Insight,201500,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129209,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129209,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129210,0000012,Election Day - Insight,201500,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129210,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129210,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129211,0000012,Election Day - Insight,201500,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129211,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129211,0000012,Election Day - Insight,201500,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129212,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129212,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129212,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129213,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129213,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129213,0000012,Election Day - Insight,201500,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129214,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129214,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129214,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129215,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129215,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129215,0000012,Election Day - Insight,201500,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129216,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129216,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129216,0000012,Election Day - Insight,201500,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129217,0000012,Election Day - Insight,201500,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129217,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129217,0000012,Election Day - Insight,201500,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129218,0000012,Election Day - Insight,201500,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129218,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129218,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129219,0000012,Election Day - Insight,201500,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129219,0000012,Election Day - Insight,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129219,0000012,Election Day - Insight,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129220,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129220,0000012,Election Day - Insight,201500,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129220,0000012,Election Day - Insight,201500,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129221,0000012,Election Day - Insight,201500,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000129221,0000012,Election Day - Insight,201500,2,NA,0,1
